"component","bagofwords","transformed_bagofwords"
"org.wordpress.android.ui.media.MediaPickerActivity","Override public void Create Bundle saved Instance State super lock Rotation Media Sources Title initialize Content View boolean Options Menu menu Inflater inflater media picker return true Save String CAPTURE PATH Capture Path Restore Null contains Item Selected item android home finish else capture image Word Press Utils launch Camera this Launch Callback Ready video Video Back Pressed Action Mode null With Results ACTIVITY RESULT CODE MEDIA SELECTED Started mode Pager Paging Enabled false animate Gone Finished Appear Selection selected Confirmed Array List Cancelled content selection gallery GALLERY CREATED Image Loader Cache Bitmap Helper method animates when ends private Translate Animation Layout Height pager Duration ANIMATION DURATION Listener animation Linear Params params Width Repeat Visibility VISIBLE start begins GONE clear ","string anim restor layout lock code confirm thi content press launch boolean save translat return listen true util home fals list els void page visibl bundl camera pager video bitmap para action cancel super sourc loader helper width durat gone item imag appear linear privat repeat view begin null callback rotat medium menu method mode activ titl initi public path finish array creat inflat android instanc select word galleri option result contain cach pre enabl height picker captur readi start overrid"
"org.wordpress.android.ui.media.MediaEditFragment","public static Media Edit Fragment Instance String media fragment Bundle args ARGS MEDIA Arguments return Override void Create saved State super Options Menu true Image Loader Retain Attach Activity activity Callback catch Class Cast Exception throw must implement class Simple Name Detach null Resume this Pause else View Layout Inflater inflater Group container Scroll layout edit false Linear find linear Title Text title Caption caption Description description Local image local Network network Save Button button Click Listener disable Editing Version load Blog blog Word Press Current value Table Cursor cursor File refresh Views close Utils hide Keyboard final current Helper Item Task task Generic Success update Toast make string success LENGTH LONG show Updating Saved Failure Error Type error Message Throwable throwable failure invalidate Object Args Array execute menu Prepare Visible search With Capabilities boolean Selected item Action progressbar private synchronized file Path width height Valid Bitmap bitmap Cache Worker Ready path ","paus cla thi boolean save listen els abl visibl bundl execut final valu super loader tabl current item imag retain resum callback synchron valid public path updat instanc scroll name blog error messag object string attach layout version network fals void close succ fragment keyboard text prepar linear view medium length descript invalid activ array creat type option pre load failur capabl throw toast task util local implement rag click bitmap detach width search privat except menu progress disabl inflat select cach button static worker caption gener return true argument catch edit action hide helper refresh cast bar file cursor null titl word contain height readi simpl overrid"
"org.wordpress.android.ui.media.MediaGalleryActivity","Override public void Create Bundle saved Instance State super Word Press null Toast make Text this string fatal error LENGTH LONG show finish return Title media gallery edit Content View layout activity Action action Support Display Show Enabled true Fragment Manager Media Gallery Intent Serializable Extra PARAMS MEDIA GALLERY Edit find Settings Random Columns Type Sliding Panel Layout root Drag Height Utils Slide Listener panel float slide Offset Expanded Collapsed false LAUNCH PICKER handle boolean Options Menu menu Inflater inflate Item Selected item else Save Back Pressed collapse Reverse Clicked reverse ","string layout handl drag toast thi content press launch boolean save expand return listen true util fals support els void bundl revers manag click fragment para edit action super text item random collaps column slide serial view null medium length menu activ titl public extra finish set creat inflat instanc word galleri display type root float option select fatal pre offset enabl error intent height picker panel overrid"
"org.wordpress.android.ui.media.services.MediaEvents","",""
"org.wordpress.android.ui.media.services.MediaDeleteService","Override public Binder Intent intent return null void Create super Context this Application Delete Progress false Start start Handler post Fetch Queue Task Cursor cursor Item Count Media Service stop Self else Delayed DELETE WAIT TIME delete File finally close private move First true String blog Column Index media Helper task Generic Callback Success Word Press Current Blog Failure Error Type error Message Throwable throwable update Upload State DELETED List Object Args Array execute ","string queue throw fetch thi post handler context task return gener count true list fals failur els void abl close execut succ final rag delay time super wait helper servic item current move upload column privat file cursor stop applic null callback medium self progress public updat array creat word type delet blog binder pre index error intent messag object start overrid"
"org.wordpress.android.ui.media.services.MediaUploadService","Override public Binder Intent intent return null void Create super Instance this Context Application Upload Progress false cancel Uploads Start start Handler post Fetch Queue Task static Media Service process Returns whether service media uploads progress queued boolean true else Cursor Count Cancel with given currently uploading param item delete from mark failed retried later String equals Current Word Press Blog blog value Local Table File update State FAILED cursor stop Self Delayed UPLOAD WAIT TIME finally close private move First Column Index COLUMN NAME BLOG MEDIA file Name FILE Path PATH mime Type MIME TYPE Mime Helper Callback Success remote secondary Remote Event Default Events Succeeded fetch Failure Error error Message Throwable throwable Failed event string NETWORK XMLRPC Crashlytics Utils Exception SPECIFIC Update float UPLOADING List Object Args Array execute Item task Integer UPLOADED Changed ","thi post boolean els abl execut final para valu super chang tabl current item move stop callback self retri proxim public fail path queu updat instanc blog name index error messag object string network count fals void close succ remot wait applic medium array creat type secondari mime float binder pre mark intent failur queue proce throw fetch paralyt handler task util local list succeed rag delay time upload privat except integ progress static default specif context return true event cancel helper servic column file cursor null word delet equal start overrid"
"org.wordpress.android.datasets.ReaderBlogTable","public static Reader Blog Info long blog return null String args Long Cursor cursor Database Readable Query SELECT FROM info WHERE move First From finally Utils close Feed feed Text Empty normalize void Update INSERT REPLACE INTO image name description private jetpack following followers updated VALUES Lite Statement stmt Writable compile bind Image Name Description bool Private Jetpack Following Subscribers Date Time java execute List Followed Blogs ORDER COLLATE NOCASE blogs while Next followed begin Transaction UPDATE Successful Urls DISTINCT urls boolean LIMIT false Recommend Recommended recommended title Column Index score Title Reason reason delete Rows Table size catch Exception READER minutes Since Last NEVER UPDATED true Constants AUTO DELAY MINUTES ","string curl success reader bolo date minut boolean transact info return empti util list reason fals insert true void readabl bind close execut catch ava rag final jet writabl collat time delay valu constant text tabl imag queri move column privat recommend except size cursor pack begin null row descript follow auto databas public compil titl distinct updat stet subscrib select replac limit delet normal blog name score statement feed index lite static"
"org.wordpress.android.datasets.ReaderDatabase","public static Reader Database null synchronized Lock Word Press Context Writable return Lite Readable Override void Open super reset context NAME VERSION Create create Tables Upgrade Version READER Upgrading database from version Downgrade Downgrading purge Async Thread start ","upgrad lock reader version context return reset void readabl start writabl super tabl downgrad purg null sync synchron databas public creat word name thread pre lite static overrid"
"org.wordpress.android.datasets.ReaderThumbnailTable","public static void Thumbnail long post String full thumbnail Text Utils Empty return Lite Statement stmt Reader Database Writable compile INSERT REPLACE INTO thumbnails VALUES bind Long execute finally close null string Query Readable SELECT FROM WHERE ","string thumbnail reader post return empti util insert void readabl bind close execut final writabl valu text queri null databas compil public stet select replac statement lite static"
"org.wordpress.android.datasets.ReaderPostTable","public static Posts Blog long blog return Utils Query Reader Database Readable SELECT count FROM posts WHERE String Long Feed feed With null args Name Integer Type tags name type void Update List boolean exclude Text Column columns COLUMN NAMES TEXT LIMIT Cursor move First From finally close Title string title Exists Actions Result compare size UNCHANGED Changes false existing true else Same Overlap Comments replies Likes likes Liked Current User liked Content Values values Writable update Followed followed delete Deleted DISTINCT Oldest Date published ORDER remove Marker UPDATE marker exec cursor Older Than timestamp Timestamp where pseudo READER removed older than Status Lite Statement stmt compile INSERT REPLACE INTO VALUES Tags begin Transaction bind Item Pseudo Author author Excerpt Short Featured Image Video Avatar Published Replies Open External Private Press Jetpack Primary Secondary Attachments Json Discover word Count xpost execute Successful DEFAULT Sites DESC while Next ","pseudo post boolean publish user els author execut final jet valu chang current item statu imag move size avatar exec public featur updat blog name exclud string attach date exist count extern fals void close short text remov pack discov databas compil type secondari statement unchang pre tag content like util list rag writabl marker timestamp privat integ begin disc select result feed lite static site compar default success reader transact return true insert primari readabl bind repli video action queri column cursor null follow titl distinct stet word limit replac delet son overlap comment excerpt"
"org.wordpress.android.datasets.SiteSettingsTable","public static void create Table Lite Database null exec Site Settings Model CREATE SETTINGS TABLE CATEGORIES Integer Category Categories String Command Select Cursor cursor Word Press Query move First Count return models Hash deserialize From Next long Where COLUMN NAME Long save category Content Values values Local insert With Conflict CONFLICT REPLACE categories settings ","string content save return count local insert void valu tabl hash queri move column serial integ cursor categori null command conflict exec databas public set creat word select replac model name pre lite static site"
"org.wordpress.android.datasets.ReaderCommentTable","public static boolean Empty return Comments Last Page Number Post long blog post String args Long Utils Query Reader Database Readable SELECT page number FROM comments WHERE void purge Writable delete null List Cursor ORDER timestamp move First From while Next finally close Update size Lite begin Transaction Statement stmt compile INSERT REPLACE INTO COLUMN NAMES VALUES bind parent Author Name Avatar author Blog Published Status Text Likes Liked Current User execute Successful LIMIT false Builder COUNT true else append Existing likes Content Values values liked update Exists ","string success reader exist post builder like boolean transact content return publish empti util list count fals insert user true page void els readabl bind author close execut parent rag writabl final valu text current statu queri timestamp move column purg size cursor avatar begin null databas public compil append updat stet select replac limit delet blog name statement comment lite static"
"org.wordpress.android.datasets.SuggestionTable","public static void create Tables Lite Database exec CREATE TABLE EXISTS SUGGESTIONS site INTEGER DEFAULT user login TEXT display name image taxonomy PRIMARY TAXONOMY reset resetting suggestion tables drop insert Suggestions Site final List suggestions delete null return Content Values values User Login Display Name Image Taxonomy Writable With Conflict CONFLICT REPLACE Array String args Integer Cursor Readable Query SELECT FROM WHERE ORDER move First comment From while Next finally Utils close Tags tags ","string default suggest exist content return util reset list user insert primari void readabl close final writabl rag valu text tabl imag queri move integ cursor null conflict exec taxonomi drop databas public site array creat display replac select delet name tag comment lite static login"
"org.wordpress.android.datasets.ReaderTagTable","public static boolean Empty return Utils Count Reader Database Readable tags void replace Tags List null size Lite Writable begin Transaction exec DELETE FROM Update Successful catch Exception READER finally Exists false String args Name Integer Type Query SELECT WHERE name type Followed FOLLOWED Default DEFAULT Text Cursor LIMIT move First From close Endpoint string endpoint delete Last Updated updated Date Time java UPDATE Statement stmt compile bind Long execute should Auto minutes Since NEVER UPDATED true Constants AUTO DELAY MINUTES recommended stored separate from default subscribed have same column names Recommended exclude Subscribed ORDER else while Next INSERT INTO VALUES ","string default success reader date minut exist store boolean transact return empti util list count fals endpoint true insert els void readabl bind close execut catch ava final writabl rag time delay valu constant text queri exclud move column except integ size cursor recommend begin null separ exec follow auto databas public compil updat stet subscrib type select replac limit delet name statement tag lite static"
"org.wordpress.android.datasets.ReaderLikeTable","public static Reader User List Likes Post post user null return String args Long blog Cursor Database Readable Query SELECT FROM likes WHERE move First while Next finally Utils close count void Current boolean Liked long current Account Helper Default Content Values values Writable insert else delete Lite begin Transaction Statement stmt compile INSERT INTO VALUES bind execute Successful comment Comment ","string default success reader post content like boolean transact return util list count user insert els void readabl bind close execut rag final account writabl valu helper current queri move cursor begin null databas public compil stet select delet blog statement comment lite static"
"org.wordpress.android.datasets.CommentTable","public static void create Tables Lite Database exec CREATE TABLE EXISTS COMMENTS blog INTEGER DEFAULT post comment TEXT published status author name email title profile image PRIMARY reset resetting table drop purge Deleted String SELECT DISTINCT FROM Word Press BLOGS WHERE Hidden delete null Existing Utils Count Purge ORDER LIMIT Integer return single will update existing with same param local Blog unique account from object store Comment final Content Values values Author Name Text Status Email Post Title Published Profile Image Writable insert With Conflict CONFLICT REPLACE retrieve actual found otherwise long args Long Cursor Readable Query move First From finally close comments this list List Comments DESC while Next that have specific filter Filter UNKNOWN equals APPROVED UNAPPROVED REST else number deleted match query saves passed overwriting ones necessary true saved false failure boolean size INSERT INTO VALUES Statement stmt compile begin Transaction bind execute Successful catch Exception updates returned change updated Null returns unmoderated Unmoderated COUNT hold Maximum LENGTH ","thi post boolean uniqu profil save publish rest els author execut final account para valu otherwis chang tabl statu imag move size exec drop unknown public updat email blog name unmoder object string found unapprov exist overwrit count reset fals void close text conflict length databas compil creat hold statement pre filter hidden failur store content util local list rag writabl singl except integ purg begin disc select maximum lite static default specif success pass actual transact return true insert primari readabl bind catch approv queri cursor null titl distinct stet word limit replac retriev delet equal match comment"
"org.wordpress.android.datasets.ReaderUserTable","public static void Update User Reader user null return List users Users size Lite Database Writable begin Transaction Statement stmt compile INSERT REPLACE INTO COLUMN NAMES VALUES bind Long blog String Name Display Profile Avatar execute Successful finally Utils close Array Urls avatar avatars Builder SELECT FROM WHERE long current Account Helper Default boolean contains Current append Added break Cursor Readable Query move First Gravatar else while Next Like Post post args from likes ORDER display name LIMIT Integer From Comment comment ","string default curl success reader post builder boolean transact profil return util list insert user els void break readabl bind close execut final writabl account rag valu helper current queri move column integ size avatar cursor begin null databas compil public append updat stet array display replac select limit name blog contain statement comment lite static"
"org.wordpress.android.datasets.AccountTable","public static void create Tables Lite Database exec CREATE TABLE ACCOUNT local INTEGER PRIMARY DEFAULT user name TEXT display profile avatar primary blog site count visible access token migration Email Address Field ALTER email First Name Last About Fields first last about Date date Account Settings pending change BOOLEAN false address save account Writable database Content Values values User Display Profile Avatar Primary Blog Site Count Visible Access Token Time Utils java Created Pending Change insert With Conflict null CONFLICT REPLACE Default return Local ","default acc addr date content boolean save profil return count local util fals user insert primari void visibl ava writabl account time valu chang text tabl migrat integ avatar alter null token conflict exec databas public set creat field display email replac name blog pend lite static site"
"org.wordpress.android.datasets.SQLTable","public abstract String Name Create Query create CREATE TABLE EXISTS columns Column Mapping Unique Constraint return void Upgrade Lite Database Version Cursor query final database projection selection Args sort Order null long insert Content Values values update delete ","upgrad string abstract version exist sort content uniqu return insert void final rag valu tabl project queri column constraint cursor null databas public updat creat select map delet name lite"
"org.wordpress.android.widgets.WPAlertDialogFragment","public static Alert Dialog Fragment String message title Word Press Context string error generic return Instance Type ALERT null Confirm CONFIRM Info info Title INFO Override void Create Bundle saved State super Cancelable true style STYLE NORMAL theme Style bundle Arguments final Utils Null TITLE MESSAGE dialog contains TYPE Serializable instanceof else Builder builder Activity Message switch case Icon android drawable alert Neutral Button this break Positive Interface Click Listener which Negative Text Empty start Intent ACTION VIEW parse create ","drawabl string confirm thi builder context gener return info save true util listen argument neutral empti els void abl break bundl start final click fragment action cancel super button text interfac dialog theme alert serial view null icon activ titl public creat android neg word instanc type pars normal switch style contain pre error intent posit messag static overrid"
"org.wordpress.android.widgets.WPButton","public Button Context context super null Typeface Cache Custom this Attribute attrs Style ","null cach typefac thi style super context attribut attar public button custom"
"org.wordpress.android.widgets.TypefaceCache","public static Typeface Context context return FAMILY DEFAULT NORMAL family font Style null MERRIWEATHER final String typeface Name switch case BOLD Merriweather Bold break ITALIC Italic default Regular LIGHT Build VERSION CODES JELLY BEAN create sans serif light else From ","string default version code light typefac ital build context jelli return els break final font bean famili eriweth null san public creat bold normal name switch style serif regular static"
"org.wordpress.android.widgets.NoticonTextView","public Noticon Text View Context context super null this Typeface Cache Name NOTICON FONT NAME Attribute attrs Style ","view notion name null font thi typefac cach style context super attribut attar public text"
"org.wordpress.android.widgets.WPEditText","public Edit Text Context context super null Typeface Cache Custom this Attribute attrs Style ","null cach typefac edit thi style super context attribut attar public text custom"
"org.wordpress.android.widgets.WPRadioButton","public Radio Button Context context super Typeface Cache Custom this null Attribute attrs Style ","null radio cach typefac thi style super context attribut attar public button custom"
"org.wordpress.android.widgets.WPEditTextPreference","public Edit Text Preference Context context super Attribute attrs Style ","style edit super context attribut attar public text prefer"
"org.wordpress.android.widgets.WPScrollView","public Scroll View Context context this null Attribute attrs Style super void Direction Listener listener Override boolean Touch Event Motion event Action Masked ACTION MOVE History Size float initial Historical distance start Check else Down return Initial Completed post Delayed Task SCROLL CHECK DELAY Vertically ","direct thi post boolean context task return listen event els void start histori check delay action super attribut attar vertic move touch mask size view histor distanc null complet public initi scroll float style motion overrid"
"org.wordpress.android.widgets.WPLinearLayoutSizeBound","public Linear Layout Size Bound Context context super Width Height Attribute attrs Typed Array obtain Styled Attributes styleable Dimension Pixel Integer VALUE ","abl linear layout pixel type integ size dimens style valu context super height width attribut public attar obtain bound array"
"org.wordpress.android.widgets.TextDrawable","public Text Drawable Context context super Resources Bounds Rect Paint ANTI ALIAS FLAG density Display Metrics Dither true Size Color State List null style Index typeface Typed Array Theme obtain Styled Attributes theme appearance recycle Count attr switch case Dimension Pixel break default value Typeface SANS SERIF MONOSPACE void this String that will displayed param Char Sequence measure Content Return currently being return size pixels float interpreted units Value COMPLEX UNIT using supplied complex Units such dimension apply horizontal stretch factor Scale scale alignment setting Layout Alignment itself based layout direction NORMAL left aligned OPPOSITE right those alignments reversed Should link ALIGN Sets which should Note families actually have bold italic variants need want turns fake bits provided does specified From else create Fake Bold BOLD Skew ITALIC false single color states WHITE argb list colors inflated from resource Colors update Optional Path object draw cannot properly bounds drawable must call before applying View Calling method with code remove attached path Override boolean Stateful Intrinsic Height Empty bottom Width Canvas canvas final count save translate restore Alpha alpha Opacity Filter ","tart thi typefac ital boolean save suppli els break dimens scale tast final para valu super current bound sequenc appli densiti cert size san interpret stretch famili measur method public path updat flag normal link index factor object drawabl antu dither string layout attach code empti count fals void canva properli attribut text grab use remov view paint draw skew color obtain recycl specifi array creat type float option base filter call horizont direct left content list revers width align appear singl note variant fake white set inflat display bold switch style alpha alia intrins opac default restor opposit actual translat context return pixel true unit resourc theme metric null char bit space mono complex bottom serif height provid overrid"
"org.wordpress.android.widgets.WPTextView","public Text View Context context super null Typeface Cache Custom this Attribute attrs read Attrs Style void Widow Word boolean enabled Enabled Override Char Sequence Buffer type return Spannable last Space String Index length replace Character instanceof Spanned Utils copy Spans From else ","string custom nnabel thi typefac boolean context return util els void buffer super attribut attar text span sequenc view null char widow length copi space public word type replac read instanc charact cach style enabl index overrid"
"org.wordpress.android.widgets.PostListButton","public Post List Button Context context super init View null Attribute attrs Style Type return void button Text Image Resource Icon static switch case BUTTON EDIT string edit VIEW view PREVIEW preview STATS stats TRASH trash DELETE delete PUBLISH publish MORE more BACK back default drawable noticon ","drawabl string default post context return publish list void notion edit button super attribut attar stat trash text imag resourc intu view null icon public type delet switch preview style static"
"org.wordpress.android.widgets.WPCheckBox","public Check Context context super Typeface Cache Custom this null Attribute attrs Style ","null cach check typefac thi style super context attribut attar public custom"
"org.wordpress.android.widgets.FlowLayout","public Flow Layout Context context Attribute attrs super Typed Array obtain Styled Attributes styleable Horizontal Spacing Dimension Pixel Size horizontal Vertical vertical finally recycle Override Params generate return ","layout horizont context gener return pixel abl dimens final para super attribut attar vertic size obtain flow space public recycl array type style overrid"
"org.wordpress.android.widgets.CheckedLinearLayout","public Checked Linear Layout Context context Attribute attrs super Override boolean return Checkbox null false void checked toggle ","void linear layout null box check boolean context attribut attar super return public fals toggl overrid"
"org.wordpress.android.widgets.WPSwitch","public Switch Context context super Attribute attrs Typeface Cache Custom this Style ","switch cach typefac thi style super attribut context attar public custom"
"org.wordpress.android.widgets.WPNetworkImageView","public Network Image View Context context super Attribute attrs Style void String Type image load Necessary false static boolean Show Video Thumbnail video return Reader Utils Vimeo Link Tube Media Valid final long post VIDEO Text Empty show Error thumbnail else Table Default request Listener Override Response successful UTILS Loads view already loaded param Layout Pass True this invoked from layout pass otherwise private NONE width Width height Height Scale scale wrap Params null WRAP CONTENT Fully Wrap Content GONE UNTIL AVAILABLE Container cancel Request equals Skip contains skipping Loader Word Press Volley error status Code From response Immediate Runnable handle true Drawable resource Resource switch case Visibility break AVATAR drawable shape oval grey light default Color color Gravatar Circularize Bitmap Task execute Executor Async THREAD POOL EXECUTOR Factory decode Resources gravatar placeholder Blavatar blavatar ","vireo thi post boolean listen els none break visibl execut final scale para otherwis super loader tabl imag statu volley avatar valid public oval shape link wrap error drawabl string layout thumbnail code network empti fals void request attribut gone text view medium color decod rey type pre load placehold light content task util skip factori bitmap circular width privat executor sync tube switch style static default success reader handl context return true runnabl video invok cancel attar respons avail resourc null immedi word pool equal thread contain height overrid"
"org.wordpress.android.widgets.AuthErrorDialogFragment","public void Title Message title Resource message DEFAULT RESOURCE else string connection error incorrect credentials Override Create Bundle saved Instance State super this Cancelable true style Dialog Fragment STYLE NORMAL theme Style Alert Builder Activity Positive Button settings Interface Click Listener dialog which Launcher view Blog Settings Result Word Press Current Negative cancel return create ","string default thi builder save return listen true credenti void abl els bundl click fragment cancel super interfac current dialog resourc theme alert view incorrect connect launcher activ titl public set creat neg instanc word normal blog result style pre error posit messag button overrid"
"org.wordpress.android.widgets.HeaderGridView","public Header Grid View Context context super init Attribute attrs Style Override void Clip Children boolean clip fixed view appear grid called more than once views will order they were added Views using this take focus want NOTE Call before calling Adapter This wrap supplied cursor with that also account header param data Data associate Selectable whether item selectable Object List adapter null instanceof throw Illegal State Exception Cannot already been Fixed Info info Frame Layout Full Width Container Infos notify Changed true Count return size Removes previously remove removed false result hadapter Columns else ","layout throw fix thi boolean context suppli info return true list count fals els void frame associ account para super attribut attar width chang adapt item appear intu column previous use except view cursor size null remov note public clip header notifi instanc datum select grid illeg result style contain focu child wrap call object overrid"
"org.wordpress.android.widgets.DividerItemDecoration","public Divider Item Decoration Context context orientation final Typed Array obtain Styled Attributes ATTRS Drawable recycle Orientation void HORIZONTAL LIST VERTICAL throw Illegal Argument Exception invalid Override Canvas Recycler View parent draw Vertical else Horizontal left Padding Left right Width Right child Count Child Layout Params params Bottom bottom Margin Intrinsic Height Bounds Offsets Rect item Position ","drawabl layout horizont throw left orient pad context margin count list argument els void canva parent final para attribut attar vertic width item bound decor except cert view draw invalid obtain public recycl array type divid illeg style bottom offset child height posit intrins overrid"
"org.wordpress.android.widgets.RecyclerItemDecoration","public Recycler Item Decoration spacing Horizontal Vertical super Spacing Skip First false boolean skip Override void Offsets Rect View view parent State state Child Adapter Position return ","void decor horizont posit cert view parent item boolean super vertic offset space child public adapt return fals recycl skip overrid"
"org.wordpress.android.widgets.WPAutoResizeTextView","public Auto Resize Text View Context context super Typeface Cache Custom this null Attribute attrs Style ","view null cach typefac thi style auto text context super attribut public attar resiz custom"
"org.wordpress.android.widgets.WPViewPager","public View Pager Context context super Attribute attrs Override boolean Intercept Touch Event Motion Paging Enabled return catch Illegal Argument Exception UTILS false void paging ","boolean context return util fals argument event page void catch pager intercept super attribut attar touch except view public illeg enabl motion overrid"
"org.wordpress.android.widgets.SuggestionAutoCompleteText","public Suggestion Auto Complete Text Context context super null init Attribute attrs Style Persistent Edit Helper Save return void Back Listener listener Override Parcelable Instance State Saved saved Focused Restore state instanceof Super Layout Change Oneoff Request View left right bottom Left Right Bottom post Runnable remove Focusable Touch Mode true request boolean perform Click Code Event event KEYCODE BACK Action ACTION false clear dispatch ","layout restor perform code key left suggest post boolean context save return listen true fals event void abl runnabl focus click edit action request super attribut attar helper chang dispatch text intu parcel touch remov view null auto complet mode public instanc style bottom persist overrid"
"org.xmlrpc.android.XMLRPCFactoryDefault","public XMLRPC Client Interface make String http User Password return ","string client proxim return public password interfac user"
"org.xmlrpc.android.XMLRPCSerializer","",""
"org.xmlrpc.android.ApiHelper","public static synchronized void update Blog Options current blog boolean Modified false Gson gson String Json null bset Dotcom Flag Hash software version Version Utils value length featured Image post thumbnail Capable Bool Featured else Name title equals true Word Press save request deleted comments passed remove them from local param check return count that were removed Deleted Comments XMLRPC Client Interface client Factory instantiate Httpuser Httppassword Object Post status trash params Remote Username Password result call Method COMMENTS content long Long parse Table Local format catch Exception Pull Parser List refresh Params Database Persist Callback throws author Email Title Date java util email created Time Ready Save Discover endpoint associated with specified unable discover Handshake Pattern xmlrpc Link compile CASE INSENSITIVE DOTALL html Response Matcher matcher find group Synchronous method fetch HTTP string contents resource invalid could retrieved final number Redirects Request Future future Retry Policy Default DEFAULT SOCKET TIMEOUT Queue Unit MILLISECONDS Interrupted Execution Cause instanceof Error Maximum redirects reached aborting network Invalid server response Https HTTPS allowed Follow Timeout Returns based regex Meta Href Helper href search data Reader parser Input event Type Event while DOCUMENT type switch case START Ignore Case link Attribute Count attr Value Edit application break next Single remote Page Text Empty PAGE meta Weblog posts Array Posts POSTS edit Status Author EDIT Boolean Fault Code editing Fetches error Nullable getting ","tart pull post boolean save document endpoint user els abl break author associ execut final para valu tabl current interfac imag statu instanti callback ref synchron retri proxim method public featur updat instanc pars email flag blog name link error password object tall fault string input thumbnail version code network date client empti count fals page void millisecond remot request attribut text hash remov applic length discov invalid socket metum databas compil specifi allow array creat type datum dot caus option softwar base pre call interrupt queue capabl abort throw fetch modifi content handshak util local list factori ava time trash com singl search get parser except euser matcher reach maximum result switch server insensit static default reader pass bolo return ignor true event catch check edit format respons futur unit timeout polici refresh helper resourc reg null unabl redirect follow titl pattern word retriev delet son equal persist comment readi start"
"org.xmlrpc.android.XMLRPCFactoryAbstract","public XMLRPC Client Interface make String http User Password ","string client proxim public password interfac user"
"org.xmlrpc.android.XMLRPCCallback","This callback called whenever server successfully responds param returned XMLRPC Client async Call method this request result Object from public void Success long error occurs during occured Failure Exception ","success whenev thi client return void succ occur para request except callback sync proxim method public respond result server error call object failur"
"org.xmlrpc.android.XMLRPCException","public XMLRPC Exception super String string ","public string proxim super except"
"org.xmlrpc.android.XMLRPCClientInterface","public void Quick Post Header String type Authorization auth Token Object call method params throws XMLRPC Exception Pull Parser File temp long Async Callback listener Name Response ","string pull throw post listen void author quick para respons parser except file sync token callback proxim auto method public header type temp name call object"
"org.xmlrpc.android.XMLRPCClient","XMLRPC Client constructor Creates instance based server param public String httpuser httppasswd Post Method Http Header Content Type text charset User Agent Word Press Authorization Needed Params Protocol Expect Continue false Username Password Credentials credentials null Text Utils Empty instantiate Serializer Response Logged Input Stream return Document void Quick type QUICK POST Convenience address this create External Form auth header Token authorization token format Bearer else remove Headers Call method with optional parameters This general want call your more convenience methods params deserialized value throws Exception Object Pull Parser File temp Caller Async paramaters listener Name unique async long Callback Asynchronous large uploads System current Time Millis start Cancel cancel abort Suppress Warnings unchecked static parse Entity entity Number Format pull Factory Instance Check stopper while read snippet byte chunk equals List streams Arrays Byte Bytes Sequence Collections enumeration break next require START METHOD RESPONSE PARAMS consume FAULT contains STRING CODE Fault response received fault Code missing catch Class Cast valid integer neither prepare Illegal Argument State UPLOAD FILE exists mkdirs Path file could created Writer Output CALL NAME length VALUE flush close Override write final outstream super Counting body meta Weblog edit boolean Endpoint client path host Host protocol Scheme xmlrpc safe https Uploaded Listener ","addr pull bearer cla thi post boolean uniqu listen document endpoint user els break author final quick para neither valu super receiv current sequenc instanti output callback proxim method valid public path write host instanc pars miss name blog conveni password object fault string input expect code client exist empti extern count fals void safe form close chunk consum snippet enumer text prepar continu ymi uncheck remov length auto metum collect array creat type read system option base pre call entiti abort constructor suppr throw content bodi util list credenti factori writer time scheme protocol asynchron upload parser serial except integ sync euser flush requir agent set header illeg server static caller return stream argument mill catch check edit midair format cancel respons stopper cast paramet log file null char token byte warn word temp equal contain start overrid"
"org.xmlrpc.android.NullOutputStream","Override public void write throws Exception ","void except throw public write overrid"
"org.xmlrpc.android.LoggedInputStream","public Logged Input Stream input this Override available throws Exception return void close mark readlimit boolean Supported byte buffer Offset Count bytes Read length character synchronized reset long skip String Response Document logged Size else ","string input throw thi boolean return stream count reset document support skip els void close buffer respons avail log except size synchron length byte public limit read charact offset mark overrid"
"org.xmlrpc.android.XMLRPCFault","public XMLRPC Fault String fault Code super this return Message ","string code thi proxim super return public messag fault"
"org.xmlrpc.android.XMLRPCFactory","public static XMLRPC Client Interface instantiate String http User Password Factory null Default return make ","string default factori instanti null client proxim return public password interfac user static"
"org.xmlrpc.android.TrustUserSSLCertsSocketFactory","public Trust User Certs Socket Factory throws Exception General Security super null Certificate Default Manager trust Allowed Self Signed Instance Local Store Managers catch Cannot factory Proceding without static return create Override plain String host port boolean auto Close close Inet Address Name enable inaddr Host Cipher Suites Supported ","string default addr throw store trust sign boolean return local user proceed support factori port close manag catch super ndra secur except cert null certif self socket int auto cipher public allow suit host creat instanc plain name enabl static overrid"
"org.wordpress.android.util.helpers.WPImageGetter","public Image Getter Text View view this Size Weak Reference Loader image Drawable loading failed Loading Failed Override String source null throw Runtime Exception Developer need call Utils Empty return starts With http Photon final Remote remote Listener void Error Response Volley error display invalidate Container response boolean Immediate Bitmap UTILS bitmap Width Padding Left Right drawable Context Resources ","drawabl string throw photon left thi pad boolean context return empti util listen void runtim final bitmap remot sourc loader respons width text imag resourc weak except size view volley null refer invalid public fail immedi display contain load develop error getter call start overrid"
