"sentence","category"
"Glad they did another update and fixed the stats.","INFORMATION GIVING"
"I find that to be the most helpful tool with this app.","OTHER"
"Vantassss application ahe bhawa","OTHER"
"This update ruined the possibility of using several accounts, which makes it very difficult to update several blogs.","PROBLEM DISCOVERY"
"Therefore, 1 star, and that's because I can't select zero.","PROBLEM DISCOVERY"
"I knew nothing about HTML.","OTHER"
"Now learning with this app.","OTHER"
"So easy and fast to blog now!","OTHER"
"Well done, the stats page is useful again.","OTHER"
"Great look and everything seems to work.","OTHER"
"Thanks for making the changes your user asked for.","OTHER"
"The previous update had ruined the stats page - but thank to the team for listening and making the changes so that it returned to showing the stats info that is important!","OTHER"
"Great app, and thankfully developers that listen.","OTHER"
"Would still like to be able to view my summary stats via the app though!","FEATURE REQUEST"
"Should make moving pics for free","OTHER"
"Much better!","OTHER"
"This latest update is MUCH better.","OTHER"
"Thank you for making the changes to the app.","INFORMATION GIVING"
"Love that I can see the page hits and country view.","OTHER"
"Thanks for listening!","OTHER"
"Does everything I want it to","OTHER"
"Stats are kinda ugly now, but everything works like its supposed to","OTHER"
"2nd edit: last update is a huge bugfix!","OTHER"
"Thnx development!","OTHER"
"Edit: After the tip of reinstalling the app I choose to clean cache and data.","OTHER"
"The stats are visible now but has lost of its functionality.","OTHER"
"Since the last update my Stats are gone.","OTHER"
"This was the most useful part of the app.","OTHER"
"Please fix!","PROBLEM DISCOVERY"
"This app really does have almost everything a person could want from an on the go WordPress manager.","OTHER"
"Love it.","OTHER"
"Good all over","OTHER"
"It's very amazing app but I've yet to test all of it's features so 4 star but nothing bad about it on HTC One","OTHER"
"You took it all in and spat it out just beautifully.","OTHER"
"You can have your 5 stars back.","OTHER"
"Happy bunny here.","OTHER"
"Keep this Up.","OTHER"
"Updated: glad that the stats page is updated!","OTHER"
"Agree with others.","OTHER"
"The stats page has been stripped down to providing no useful insight to us.","OTHER"
"I want to view page hits/visits and also stats from the previous day.","OTHER"
"Much better with  the reintroduced stats.","OTHER"
"Pls enable for backup.","OTHER"
"Soooo glad that you fixed the last update, love the new update!!","INFORMATION GIVING"
"Thank you!","OTHER"
"It's a storage space hog.","OTHER"
"Great publishing app.","OTHER"
"Easy to setup and use.","OTHER"
"Good to have all the functions on the go","OTHER"
"The previous update messed up the stats page, and this new update fixed it.","INFORMATION GIVING"
"Perfect!","OTHER"
"Haven't yet tried, but hope it'll work fine.","OTHER"
"Inspired by the review given by users.","OTHER"
"Thanks.","OTHER"
"It wasn't very useful for a release.","OTHER"
"Much better.","OTHER"
"This was what you were going for.","OTHER"
"Best feature is comment moderation capability and stats.","OTHER"
"Thanks for this plugin.","OTHER"
"Thank you for changing it back!","INFORMATION GIVING"
"Thanks for responding to feedback and fixing the stats.","PROBLEM DISCOVERY"
"Helpful app.","OTHER"
"Thank you!","OTHER"
"Some stats not working","PROBLEM DISCOVERY"
"App will not allow you a direct route to posts & main home menu.","OTHER"
"must post to get entry to app options.","OTHER"
"Was a good app up until you destroyed the stats page.","OTHER"
"With the onslaught of complaints how could this have made it past review and testing?","FEATURE REQUEST"
"Especially when it was touted as the main feature of the latest update.","OTHER"
"Please fix.","PROBLEM DISCOVERY"
"It doesn't give correct stats, the week and month remain at 0, and as others have mentioned the page views and countries are gone.","OTHER"
"Also on the day, the secondary tabs are mostly incorrect as well.","OTHER"
"*Update* - Version 2.5.1 fixes a lot of these issues.","INFORMATION GIVING"
"Still a problem with view count.","OTHER"
"Thank you for listening!","OTHER"
"The new updated app brings back the graph and post metrics!","OTHER"
"Yaay!","OTHER"
"Five stars for you!","OTHER"
"Much better the website statistics work again.","OTHER"
"Last update killed all the stats.","OTHER"
"I cannot see any of them, just full of zeros and I have to use desktop wordpress to get info.","PROBLEM DISCOVERY"
"I reinstalled the app and cannot login to my account any more, apparently my login and password are incorrect.","PROBLEM DISCOVERY"
"Funny, 'cause I use the same ones I use on my computer and which work obviously.","OTHER"
"ANd I still got the notifications from Wordpress on my mobile","OTHER"
"those people that cant see the countries have it good.","PROBLEM DISCOVERY"
"i can't see stats at all!","PROBLEM DISCOVERY"
"edit: fixed.","OTHER"
"now i love it","OTHER"
"I uninstalled the app, then installed it again and now the stats page works!","OTHER"
"improvement needed","OTHER"
"Tried to add my self hosted blog, logged in fine, but no posts loads at all.","OTHER"
"It is necessary for me to be able to see recent posts and drafts as it is a mews blog.","FEATURE REQUEST"
"Media loads fine, but posts are mysteriously missing.","FEATURE REQUEST"
"Stats are now practically useless.","OTHER"
"I can't even see what pages are being viewed?","PROBLEM DISCOVERY"
"Hello?","OTHER"
"Why else would I check my stats?","INFORMATION SEEKING"
"Please fix this soon.","PROBLEM DISCOVERY"
"This appears to be just in code blocks - a "" is turned into &quote; and if you don't spot it in time, turns it into &amp;quot; and so on.","OTHER"
"Makes the editor unusable.","OTHER"
"It was working fine until last week now it just keeps crashing when opened and there is no getting beyond the list of blogs or posts screen.","PROBLEM DISCOVERY"
"Can someone please look into this asap?","OTHER"
"Thanks","OTHER"
"Excellent","OTHER"
"Since the last update my self hosted WP stats stopped working.","OTHER"
"Stats page now only shows ""No Stats Available"", nothing else is available even after a reinstall.","INFORMATION GIVING"
"Completely useless app now","OTHER"
"Way better than struggling using a web browser and works perfectly for my own hosted Website.","OTHER"
"Good job!","OTHER"
"This is excellent","OTHER"
"After recent updates this application is broken, stats are not displaying at all, please fix it.","PROBLEM DISCOVERY"
"Not quite sure I would call the last update an ""update"" since there were no improvements made to the app but the stats page appears to have been downgraded.","OTHER"
"Please bring back the old stats interface!","OTHER"
"I  uninstalled and reinstalled can see stats now, but the # of stats are wrong!","OTHER"
"Please fix","PROBLEM DISCOVERY"
"Revised.Loved the app before.","OTHER"
"Things appear to be working.","OTHER"
"Will give it a few days to ensure it stocks before the five star is awarded.","OTHER"
"Thank you developers.","OTHER"
"My first impression has been very positive.","OTHER"
"I've been able to login, create and update post in a blink of an eye.","OTHER"
"It's very easy to use and reacts quickly.","OTHER"
"I only missed one thing: the possibility of selecting existing tags so I don't have to remember which tags I can choose.","OTHER"
"I also don't understand why when you create a post you see it in rich format (links underlined, bold letters) and when you edit one you see it in HTML.","INFORMATION GIVING"
"Anyway, the overall result is excellent.","OTHER"
"Chat love----","OTHER"
"I have tried another site, but being new at writing, and still being new, but I found using WP a bit more helpful at that time, to be honest I still do, find it helpful that is.","OTHER"
"I also love it that it posts on my FB page also.","OTHER"
"Rubbish stats page in latest update","OTHER"
"Please add notifications when someone comments on the blog!!!","OTHER"
"Lack of custom post access is somewhat annoying.","FEATURE REQUEST"
"Just installed new version on new phone and the reader won't work.","PROBLEM DISCOVERY"
"It doesn't pull up any of the blogs I follow.","OTHER"
"What happened?","INFORMATION SEEKING"
"?","OTHER"
"The stats do not work","PROBLEM DISCOVERY"
"New update = broken stats.","OTHER"
"Reads all zeroes now.","OTHER"
"Guys the update has added a real eye-candy .","INFORMATION GIVING"
"But what's the use of it if there's no numbers !!","OTHER"
"Please fix this ASAP.","PROBLEM DISCOVERY"
"I'm an android dev.","OTHER"
"I'd be more than glad to help.","INFORMATION GIVING"
"As long as I've had the app I've been unable to reply to comments using the app.","PROBLEM DISCOVERY"
"This is a pain because I'm only able to get to the laptop in the evenings.","OTHER"
"I actually like the new look for the stats - but why have all my stats been reset to zero?","INFORMATION SEEKING"
"And they've stayed there for days, even though I can see, by looking at the stats via the browser, that lots of people have visited?","OTHER"
"The last update ruines the app.","OTHER"
"The new stats are useless.","OTHER"
"very like","OTHER"
"It is good.","OTHER"
"Thanks","OTHER"
"I love this app but ever since the latest update it wont show my stats at all.","OTHER"
"everything is zeroes.","OTHER"
"The best app for WordPress!","OTHER"
"If it ain't broke, don't fix it.","INFORMATION GIVING"
"Well, also- if it ain't broke, don't break it either.","INFORMATION GIVING"
"which you did here.","OTHER"
"To echo the popular opinion, the updated stats page is a complete headache.","OTHER"
"Without the daily/individual page/country views, it's practically useless.","OTHER"
"And this tab system is a mess, please bring it back to one page like it was.","OTHER"
"As everyone has said: the stats pages are all messed up!","OTHER"
"Everything is stated as 0 when I know that it's not the case; I can see my stats from a regular web browser, but not through the app.","PROBLEM DISCOVERY"
"Fix this, please!","PROBLEM DISCOVERY"
"Quick Press shortcut no longer works.","PROBLEM DISCOVERY"
"Stats are all messed up.","OTHER"
"This new version is much worse than the previous one.","OTHER"
"The stats section is now useless.","OTHER"
"This was a great app until most recent update.","OTHER"
">Can no longer see how many views/clicks you have each day.","OTHER"
">No longer see what posts were viewed.","OTHER"
"> Last update obliterated all data from .org account.","OTHER"
"This app is now useless on mobile.","OTHER"
"-Samsung Galaxy 3","OTHER"
"Koskoca blogun uygulamasina bak ya.elini kolunu bagliyor hic bi bok yapamiyon","OTHER"
"I loved everything about the stats page in the WordPress app - it was quick & easy and had all the info I needed in one place.","OTHER"
"Now it's been over-complicated, yet it has lost vital figures such as a view scale, countries & popular posts!","OTHER"
"Please just change this back - if we want comprehensive stats we'll get them from the desktop dashboard!","INFORMATION GIVING"
"No stats at all from my selfhosted blog and thats the only real reason for getting the app.","OTHER"
"Please fix!","PROBLEM DISCOVERY"
"The latest updates have given me a dreamy experience for uploading photo galleries to WP.","OTHER"
"I can manage all my best photos on the mobile app (first by downloading my pics from my DSLR via eye-fi SD card), then upload to the WP Media Library, all from my phone.","OTHER"
"The gallery options in the WP app mirror the desktop experience.","OTHER"
"I feel incredibly liberated not having to go through folders upon folders on my desktop computer to manage my pics.","OTHER"
"I can use a photo filter on the pics I want on the phone, then post to WP.","INFORMATION GIVING"
"I'm gearing up for a whole new chapter of blogging goodness!","OTHER"
"OLD REVIEW:  I love WordPress.on desktop.","OTHER"
"I've come to the conclusion that I can't even post a basic 500 word post with 4 pictures from my Nexus 4 (with Android 4.3).","PROBLEM DISCOVERY"
"When I insert a photo in the post, it says it's there and then when I publish, it disappears.","OTHER"
"It short, a very frustrating experience.","OTHER"
"I'll continue to draft posts on the WP mobile app, but I'll have to include images from the computer (which defeats the point of mobile posting).","OTHER"
"I hope WP decides to make something more than ""half an app.""","OTHER"
"Many other issues make this a 2-star experience.","OTHER"
"After the upgrade, all my stats are blank.","OTHER"
"How do I fix this?","PROBLEM DISCOVERY"
"But it otherwise sucks.","OTHER"
"I dread blogging with this app.","OTHER"
"I don't understand why drafts are kept only on my phone and can't be saved to my server's Wordpress installation.","PROBLEM DISCOVERY"
"I also wish the option existed for autosave.","FEATURE REQUEST"
"Stats stopped working a while ago too.","OTHER"
"I needed add a listing which is a function of the theme.","FEATURE REQUEST"
"This app does not allow it.","OTHER"
"It breaks stats.","OTHER"
"To keep the older version from updating on you, select the Wordpress app in Google Play, go to settings and uncheck ""auto-update"".","OTHER"
"And if you got stuck with the new version, uninstall it via Google Play, find a version 2.4.5 apk from your backups (or wherever), and side load that app.","OTHER"
"I cant see my stats now.","PROBLEM DISCOVERY"
"I only see 000 in every section.","OTHER"
"Please bring back earlier version.","FEATURE REQUEST"
"Waqas","OTHER"
"Used to work but once the update was installed it now continually crashes and stats don't work at all.","PROBLEM DISCOVERY"
"Come on WordPress this is not like you!","OTHER"
"One star because the stats pages don't show any content any more since the last update.","PROBLEM DISCOVERY"
"Plus because stats pages have been divided among several pages.","OTHER"
"I miss the stats we had before.","OTHER"
"I'd like to see which posts are viewed, not only how many visits or clicks I had.","OTHER"
"I want to know where they were.","INFORMATION SEEKING"
"All of them, gone.","OTHER"
"Constantly telling me 0 Views, 0 Clicks, 0 everything, despite my site stats telling me otherwise.","OTHER"
"I hate having to login to blog to look at my site activity.","OTHER"
"This is REALLY bad QA guys, the type of which would flunk you out of a Programming 101 class.","OTHER"
"Plzz improve your android app.","OTHER"
"As 17 percent of interest user using your cms kindly take it seriously.","OTHER"
"Back in operation!","OTHER"
"Thanks for fixing it!","PROBLEM DISCOVERY"
"Wordpress please note.","OTHER"
"The latest version onmy Samsung Galaxy Note has issues:  Stats >> Visitors & views  * WEEKS shows DAYS data  * MONTHS shows DAYS data instead of month's data.","PROBLEM DISCOVERY"
"* Also on all 3 - the graph doesn't appear.","OTHER"
"It just says ""No stats available"" even though the stats are available when refreshed.","INFORMATION GIVING"
"* Refresh button doesn't work sometimes (looks like this issue is resolved in the latest update).","PROBLEM DISCOVERY"
"Over all, this app is good.","OTHER"
"Support for plugins would have been an ideal one.","OTHER"
"I use the app mainly for the reader and not for publishing at all.","OTHER"
"it's too basic for publishing.","OTHER"
"Would be nice if I could 'download' or 'save' posts for offline reading!?!","FEATURE REQUEST"
"Bugs me that the reader has to use data all the time.","OTHER"
"Good","OTHER"
"Loved the stats page in the previous versions, but now I'm not getting ANY stats, current or past.","OTHER"
"Oh, I'm using the Android version.","OTHER"
"I updated my site with the latest version to see if that would make a difference but haven't seen any change as of yet.","INFORMATION GIVING"
"I need the stats without having to go log in through my PC, which isn't always accessible.","FEATURE REQUEST"
"Please fix!!","PROBLEM DISCOVERY"
":)  It's a five-star if this can get fixed.","OTHER"
"Broken.","OTHER"
"Doesn't work anymore.","PROBLEM DISCOVERY"
"Love my WordPress blog,","OTHER"
"It's just awesome using wordpress.","OTHER"
"feels like arounding the world with a beautiful looks","OTHER"
"Now I get no stats what so ever.","OTHER"
"All was working before update?!","OTHER"
"Why change?","OTHER"
"Ditto what everyone else is saying about the stats update.","OTHER"
"I can no longer tell which posts people are viewing and I can't tell what countries they're coming from.","PROBLEM DISCOVERY"
"I don't want to have to view the full site on my phone, because then I have to login and that seems to negate the purpose of an app.","INFORMATION GIVING"
"I really liked the stats page as it was before.","OTHER"
"Like lots of other people my stats don't work after today's update.","PROBLEM DISCOVERY"
"And don't tell me to use the full site link.","OTHER"
"I don't want to that's why I have the app.","OTHER"
"Edit: uninstalling and reinstalling worked.","OTHER"
"Thanks :-)","OTHER"
"Since the update the stats aren't working fine.","PROBLEM DISCOVERY"
"Different tabs aren't showing the actual data.","OTHER"
"No reader function.","OTHER"
"Too bad, it worked fine untill now.","OTHER"
"There seems to be a craze  among developers to do what they can to make apps worse!","OTHER"
"As for this one,  I agree with others here.","OTHER"
"One page for stats was fine and now the most interesting features; countries and top posts are gone.","OTHER"
"Please bring them back!","FEATURE REQUEST"
"After the update not able to use the app.","OTHER"
"Force closes every time.","OTHER"
"Please fix","PROBLEM DISCOVERY"
"Having never used WordPress or this app, thought I would give it ago.","OTHER"
"Spent an hour writing the ""about"" section, clicked update and nothing happened.","OTHER"
"Looked about, no obvious save button.","OTHER"
"Tried to copy my text in case it went wrong and it copied something entirely different.","PROBLEM DISCOVERY"
"Will looking for the save/update function and the page went off somewhere else.","OTHER"
"Got back and all my text was gone.","OTHER"
"Tried the auto save function, got a blank page.","OTHER"
"Tried to paste my text and that failed.","PROBLEM DISCOVERY"
"Utter crap GUI.","OTHER"
"The latest update doesn't load my stats.","OTHER"
"Used to love this app but stats do not load anymore!","OTHER"
"Wheres the Qa on this?","OTHER"
"All my stats now say zero.","OTHER"
"Wtf.","OTHER"
"How do i get them to show.","INFORMATION SEEKING"
"Every time I try to share a pic through our Wordpress blog, I get an error message regarding inability to upload media file.","OTHER"
"Used to work on my Moto X.","OTHER"
"Works well","OTHER"
"Love this, almost as easy as the desktop access.","OTHER"
"Wish it was a touch more user friendly, nonetheless it is good.","FEATURE REQUEST"
"What the hell happened to everything in one page?","OTHER"
"Now I can't see country's nor post hits this new update gets no stars its gay want old one back.","PROBLEM DISCOVERY"
"Like so many others, I find the stats frustrating.","OTHER"
"Yes, it's faster, but half of the information - such as country - just doesn't seem to be there any more.","OTHER"
"Easily update your blog on the go.","OTHER"
"I love it!","OTHER"
"It WAS a great app, till latest version.","OTHER"
"Now the most important thing to users has been designed OUT!","OTHER"
"You can't see views by post any more!","PROBLEM DISCOVERY"
"Baffling.","OTHER"
"I'd love to hear their reasoning behind it.","OTHER"
"Can't see previous stats or specific page hits.","PROBLEM DISCOVERY"
"Now I have to go to the full site to see my useful stats.","OTHER"
"The app is nearly useless to me now.","OTHER"
"Why did you change the stats page?","INFORMATION SEEKING"
"Eliminating info on which articles were read was dumb.","OTHER"
"That the Smartphone version cannot compete in the ""long and complicated posts"" department goes without saying.","PROBLEM DISCOVERY"
"But it is an excellent, versatile tool for quick updates and corrections, and in theory even capable of creating aforementioned meandering posts of literary value.","OTHER"
"Not it won't even load.","PROBLEM DISCOVERY"
"I think this was developed by the same people who rolled out Obamacare.","OTHER"
"If it ain't broke, don't fix it.","INFORMATION GIVING"
"Stats history is gone, UI is poor.","OTHER"
"Enjoyed last version much better.","OTHER"
"the app is simple and to the point allowing even the most inept to elegantly navigate the world of blogging.","OTHER"
"ECHO ECHO","OTHER"
"Major improvements have made this the best flogging platform and app available.","INFORMATION GIVING"
"No one else comes.close.","OTHER"
"I am soooo disappointed in the latest update as it relates to the stats!","OTHER"
"All the detailed information is gone!","OTHER"
"Yuck!!!!","OTHER"
"It won't let me see themes.","OTHER"
"Saying error fetching themes also it doesn't update the status page it stays on 0.","INFORMATION GIVING"
"posting images with the latest release is broken","OTHER"
"Is there a help forum for this app?","INFORMATION SEEKING"
"I can't find it.","PROBLEM DISCOVERY"
"Couldn't figure out even HOW to publish for 5 minutes while I tried every button on the phone.","PROBLEM DISCOVERY"
"Some help files, help videos, help anything would be appreciated.","OTHER"
"Stats is every nice and organize, theme is awesome.","OTHER"
"Thanks for this nice updates","OTHER"
"I'll give you another star if you makes parenting page mode avaliable in Android app.","OTHER"
"All working fine now :)","OTHER"
"Solid app for WordPress.","OTHER"
"I manage many different WP sites, so it'd be nice if you could add multiple self-hosted sites rather than having to sign in and out of each one.","FEATURE REQUEST"
"Very happy with the app in general, except that any photos uploaded in a post ends up with broken img tags: leading and trailing tags are removed.","OTHER"
"Running wordpress 3.7.1 on my site.","OTHER"
"What gives?","OTHER"
"The app keeps crashing when the update was suppose to stop it","PROBLEM DISCOVERY"
"I've tried numerous times to log into my self hosted site on WP using this app and failing every time.","PROBLEM DISCOVERY"
"What is the issue?","PROBLEM DISCOVERY"
"?","OTHER"
"cool","OTHER"
"Can't load posts.","PROBLEM DISCOVERY"
"On a high speed wifi.","OTHER"
"I am able to login.","OTHER"
"But, when I try to check my blog, the reader, or post stuff.","PROBLEM DISCOVERY"
"It does not work.","PROBLEM DISCOVERY"
"It always says ""Cannot connect to server"".","PROBLEM DISCOVERY"
"Anywhere I go.","OTHER"
"It is still the same message i get.","OTHER"
"Pls fix.","OTHER"
"Thanks!","OTHER"
"Uploads rarely work.","OTHER"
"Unreliable.","OTHER"
"Nice app !!!!!","OTHER"
"I tried using WP mobile app to post to my blog.","OTHER"
"It reset most of my theme feature selections to the default.","OTHER"
"It took a long time to set everything the way I wanted it visually.","OTHER"
"Now I have to sit down at my desktop and redo a bunch of it.","OTHER"
":(","OTHER"
"Hope,at last!","OTHER"
"Just downloaded, excellent news!","OTHER"
"This app is perfect and your arguement is invalid.","OTHER"
"Nuff said!","OTHER"
"Slow, lame, looks like really cheap software.","OTHER"
"Been trying for two years to get this to work with ICDSOFT, giving up.","OTHER"
"Never could find any proper solutions.","OTHER"
"Reader menu would be nice to have.","FEATURE REQUEST"
"And my stats is not working.","PROBLEM DISCOVERY"
"It's empty.","OTHER"
"such a poor app.always says unable to connect to the wordpress site.whike my internet is working fine all sites opening up.","OTHER"
"Awesome","OTHER"
"It keeps telling me error.","OTHER"
"I input my correct login information and still get error every single time.","PROBLEM DISCOVERY"
"I can access on desktop but with this app it's a no go.","OTHER"
"Please fix this.","PROBLEM DISCOVERY"
":-(","OTHER"
"READ COMMENTS WONDERING IF PROBLEMS ARE BEING FIXED?","OTHER"
"SECURITY #1 concern.","OTHER"
"I'm new, but don't want sign in problems or I'm history.","OTHER"
"Okeh","OTHER"
"cannot delete, cannot post, cannot do anything.","PROBLEM DISCOVERY"
"error always when trying to post","OTHER"
"Can't log on to the app but can online","PROBLEM DISCOVERY"
"Awesome!","OTHER"
"Good App","OTHER"
"Using only the wordpress hosted blog, I find it fair enough and workable, but the sad part is that being someone who posts code on a blog, it becomes a lot more tedious while doing it on a tablet.","OTHER"
"Can't blame the application for it :)","PROBLEM DISCOVERY"
"Facing problem in signing in","OTHER"
"Great program","OTHER"
"I love it","OTHER"
"Spent 30 minutes in a cafe over coffee getting a draft post ready to publish after first downloading this app.","OTHER"
"Figured the changes were uploaded over my connection, made a new post, noticed it was local draft, hit the mysterious circle arrow button.","OTHER"
"It deleted all my latest work with no prompt.","OTHER"
"I'm not a blogger but I had to get WordPress to leave comments on some blogs and enter giveaways.","OTHER"
"I don't know what has happened because I'm not able to leave comments on blogs using my primary email address.I can use my alternate email address but I use that one for getting my bills info.","PROBLEM DISCOVERY"
"I don't know much about technology but I know I need it fixed.I need to be able to leave comments on blogs.","FEATURE REQUEST"
"There should be someway to unsubscribe your account information and go back and start over.","FEATURE REQUEST"
"Any suggestions?","INFORMATION SEEKING"
"Why is the reader locked on sone stupid poll about a webinar?","INFORMATION SEEKING"
"Can't read 'blogs I folllow'?","PROBLEM DISCOVERY"
"Good","OTHER"
"zelda tucker","OTHER"
"For some reason now it can't access the WordPress site?","PROBLEM DISCOVERY"
"I've rebooted, signed out, now I can't sign back in.","PROBLEM DISCOVERY"
"Password is the same of course, logging in online works fine.","OTHER"
"Netsol hosted site.","OTHER"
"It does not load comments.","OTHER"
"This app does the job.","OTHER"
"Its really only made for blog posts and stuff.","OTHER"
"Its quite handy for on the go.","OTHER"
"Though the computer version is highly better.","OTHER"
"Still not signing me in to website","OTHER"
"Too simple to be usable.","OTHER"
"The one and only best cms ever","OTHER"
"As obvious as it is that a great deal of work has been put into this app, I feel its development is in a bit of the ""can't see the forest for the trees"" stage.","PROBLEM DISCOVERY"
"Without support for custom fields, taxonomies, and post typesand no support in sight, as far as I knowthis app quickly becomes useless to a great many bloggers.","OTHER"
"Stats are great.","OTHER"
"Comments are great.","OTHER"
"Being able to actually update your website with new content outside of Posts and Pages is better.","OTHER"
"Great app","OTHER"
"New interface pleases me","OTHER"
"need improve","FEATURE REQUEST"
"It is slower than my grandma.","OTHER"
"Probably because it's just a mobile page wrapped as an app.","OTHER"
"Much work is needed.","OTHER"
"Perfect for our business!","OTHER"
"Thought I'd try it out but, like the comments left by others, can't even get past the login page.","PROBLEM DISCOVERY"
"Bad product.","OTHER"
"fix it or I'll delete it.","PROBLEM DISCOVERY"
"Why the heck do you need coarse and precise location information, as well as a permission for taking pictures?","INFORMATION SEEKING"
"I don't see the need for that and until you change it your app will remain uninstalled from my device.","OTHER"
"Had to reset my password and it still doesn't accept it.","OTHER"
"Large site with hierarchy of pages unusable with current user interface.","OTHER"
"I can now post blogs from my android when on the move!","OTHER"
"Excellent!","OTHER"
"I like WordPress web site but need improvements in apps","FEATURE REQUEST"
"The reviewers saying that they can't get into their selfhosted sites are stupid.","PROBLEM DISCOVERY"
"It works just fine.","OTHER"
"Love it.","OTHER"
"a really good app.","OTHER"
"Wow, excellent!","OTHER"
"Better than blogger","OTHER"
"I can hit my blog from my phone!","OTHER"
"I find the app very easy to use, and it's practically the same as the website.","OTHER"
"I mean, I am also able to upload photos and stuff, which is really good since some mobile applications limit their features, as opposed to the real thing.","OTHER"
"So far I haven't seen any glitches as well.","OTHER"
"It's great!","OTHER"
"() ~","OTHER"
"Passwords are being easily stolen.","OTHER"
"As stated in DDos articles regarding Wordpress, version 3.6.1 is needed to prevent self-hosted sites from being used as bots during a DDos attack.","FEATURE REQUEST"
"Please update Android version.","OTHER"
"Also, everyone make sure their self-hosted Wordpress is using version 3.6.1","OTHER"
"I can live with the bare bone writing and editing features, WHEN it works - however constant issues with uploading and  no option to do a local saving after a failed upload makes this app pretty much useless for me.","OTHER"
"kkkkkkk","OTHER"
"This crap app froze when I was nearly done my super long blog.","PROBLEM DISCOVERY"
"Terrible.","OTHER"
"This app's brilliant, so helpful.","OTHER"
"Awesome","OTHER"
"It keeps saving as local draft.","OTHER"
"Irritating app.","OTHER"
"Excellent","OTHER"
"No installation reqd.n m uninstalling right away !!","OTHER"
"Can't even sign in","PROBLEM DISCOVERY"
"This version is not ready for release.","OTHER"
"Drafts disappear, post views change, GUI changes without notice, cursor bounces around, upload errors.","OTHER"
"Made me want to smash my Nexus 7.","OTHER"
"I cannot use this app to login my self hosted blog.","PROBLEM DISCOVERY"
"It is useless app for me.","OTHER"
"Can't login to self hosted blog.","PROBLEM DISCOVERY"
"Tried multiple times, even works fine on mobile wordpress site.","OTHER"
"I would recommend the mobile site over this app.","OTHER"
"I actually find this app easier to navigate than the online page :) So useful to be able to blog on the go","OTHER"
"dont download","INFORMATION GIVING"
"Please fix.","PROBLEM DISCOVERY"
"Thanks","OTHER"
"Nice app!!!","OTHER"
"Won't let me log in.","OTHER"
"Says my login information was incorrect :(","OTHER"
"Good","OTHER"
"It works for me.","OTHER"
"If it says you entered the wrong info .","OTHER"
"Remove the automatic space placed at the end of your username","OTHER"
"Works for me.","OTHER"
"For those having problem logging in: try adding ""http://"", do not just enter the site's name.","FEATURE REQUEST"
"That did the trick for me.","OTHER"
"Best","OTHER"
"Useless","OTHER"
"I can log in on my desktop and android browser but the app does not let me.","OTHER"
"This would be a very easy to use app except that it keeps saying incorrect login.","OTHER"
"I can sign in on my desktop but not my phone.","OTHER"
"I get notifications and can see the likes and moderate comments but can't post or do anything else.","PROBLEM DISCOVERY"
"Please fix ASAP so I can actually use the app!","INFORMATION GIVING"
"It' s quiet handy for me to write something, just the matter of signal strength.","OTHER"
":D","OTHER"
"App is a ton of fun.","OTHER"
"Does the trick thanks!","INFORMATION SEEKING"
"90% of the time I try to upload a post with pictures, it gives some sort of mysterious error message: ""Read error"" ""Connection closed by host.""","PROBLEM DISCOVERY"
"""Failed to upload media""  (which media?)","OTHER"
"Teribble app which is disappointing since it is wordpress.","OTHER"
"I end up using the wordpress website through the browser on my tablet which is definitely not as convenient.","OTHER"
"Great app and easy to use.","OTHER"
"Nice","OTHER"
"It works great but needs fast internet.","FEATURE REQUEST"
"This app used to work, but now I only get this messege when I try to log in: ""org.apache.http.NoHttpResponseException: The target server failed to respond.""","PROBLEM DISCOVERY"
"I have self hosted wordpress site, and using 2 different devices with 2 different android os version - I still can't log in.","PROBLEM DISCOVERY"
"It's nice to use this app when it's working properly.","OTHER"
"Please fix this ASAP.","PROBLEM DISCOVERY"
"Appreciate quick dev response: now I know that Admin is accessed through Settings.","OTHER"
"That's a weird place for it.","OTHER"
"However it can't run JavaScript so I lack full control of plugins.","FEATURE REQUEST"
"Better in browser.","OTHER"
"Overall the app is great and simple, but the thing is i cant find and follow other blogs with the app","PROBLEM DISCOVERY"
"Statistic doesnt work at all.","PROBLEM DISCOVERY"
"So disappointed.","OTHER"
"Great","OTHER"
"I'm less likely to write a blog post on the go than just read other blogs and comment.","OTHER"
"I can't search for new blogs by tag and the app only shows the top blogs.","PROBLEM DISCOVERY"
"I would like the ability to find less well known blogs on to go.","FEATURE REQUEST"
"Then I would give 5 stars.","OTHER"
"Using a browser on my tablet is easier than your app, so I probably won't use it anymore.","PROBLEM DISCOVERY"
"Plz provide a way to remove the default image link removal for attachment	In the website disabled the image_default_image_link_type to none, but via app how to achieve this.","INFORMATION SEEKING"
"Add Featured image colum and I'll give 5 stars","OTHER"
"Giving me headache of error posting but duplicates on my blogsite.","OTHER"
"unlike d bb app","OTHER"
"can't log me in.","PROBLEM DISCOVERY"
"Would be great if I didn't have custom post types.","FEATURE REQUEST"
"Unfortunately this app is useless to me without them.","OTHER"
"Very practical and fast, saves time for changes or posts on the road.","OTHER"
"Wont let me log in","OTHER"
"Can't refresh posts or post at all through the app.","PROBLEM DISCOVERY"
"Needs an update please.","OTHER"
"This is my ever first apps which shows error of Java SSL handshake aborted error something.","PROBLEM DISCOVERY"
"blogspot apps working far ahead.","OTHER"
